episode,score
1960,18.0
1961,10.0
1962,13.0
1963,23.0
1964,16.0
1965,15.0
1966,10.0
1967,12.0
1968,9.0
1969,14.0
1970,11.0
1971,12.0
1972,14.0
1973,17.0
1974,16.0
1975,14.0
1976,13.0
1977,8.0
1978,11.0
1979,12.0
1980,13.0
1981,19.0
1982,13.0
1983,11.0
1984,16.0
1985,16.0
1986,19.0
1987,12.0
1988,9.0
1989,17.0
1990,9.0
1991,14.0
1992,7.0
1993,11.0
1994,9.0
1995,12.0
1996,17.0
1997,4.0
1998,13.0
1999,22.0
2000,9.0
2001,20.0
2002,11.0
2003,23.0
2004,8.0
2005,11.0
2006,20.0
2007,21.0
2008,18.0
2009,15.0
2010,26.0
2011,17.0
2012,10.0
2013,15.0
2014,18.0
2015,9.0
2016,20.0
2017,17.0
2018,16.0
2019,8.0
2020,10.0
2021,14.0
2022,17.0
2023,20.0
2024,13.0
2025,21.0
2026,15.0
2027,13.0
2028,13.0
2029,9.0
2030,22.0
2031,17.0
2032,10.0
2033,20.0
2034,12.0
2035,10.0
2036,8.0
2037,16.0
2038,15.0
2039,13.0
2040,17.0
2041,13.0
2042,30.0
2043,17.0
2044,8.0
2045,17.0
2046,16.0
2047,17.0
2048,24.0
2049,10.0
2050,14.0
2051,17.0
2052,22.0
2053,15.0
2054,11.0
2055,21.0
2056,20.0
2057,21.0
2058,9.0
2059,12.0
2060,13.0
2061,9.0
2062,12.0
2063,12.0
2064,14.0
2065,16.0
2066,14.0
2067,8.0
2068,12.0
2069,13.0
2070,11.0
2071,8.0
2072,17.0
2073,9.0
2074,7.0
2075,12.0
2076,15.0
2077,16.0
2078,11.0
2079,15.0
2080,16.0
2081,18.0
2082,15.0
2083,10.0
2084,17.0
2085,9.0
2086,9.0
2087,13.0
2088,15.0
2089,10.0
2090,9.0
2091,1.0
2092,16.0
2093,20.0
2094,14.0
2095,14.0
2096,6.0
2097,16.0
2098,13.0
2099,15.0
2100,13.0
2101,16.0
2102,13.0
2103,9.0
2104,10.0
2105,7.0
2106,16.0
2107,17.0
2108,15.0
2109,17.0
2110,20.0
2111,13.0
2112,14.0
2113,28.0
2114,14.0
2115,4.0
2116,16.0
2117,10.0
2118,15.0
2119,14.0
2120,12.0
2121,3.0
2122,27.0
2123,9.0
2124,3.0
2125,9.0
2126,15.0
2127,11.0
2128,19.0
2129,19.0
2130,16.0
2131,14.0
2132,16.0
2133,12.0
2134,21.0
2135,8.0
2136,7.0
2137,16.0
2138,19.0
2139,17.0
